Participant Code,Region,log_berpikir,k_numerikal,d_analisa,k_verbal,o_hasil,fleks,s_kerja,m_prestasi,kerjasama,k_interpersonal,pil_jabatan,prosen_kecocokan,hasil_rekomendasi
DCX_282,JAWA TIMUR,3,3,3,3,4,3,4,4,5,5,SALES,90.83,Disarankan
DCX_283,JAWA TIMUR,3,3,3,3,5,4,4,4,4,4,SALES,91.67,Disarankan
DCX_284,JAWA TIMUR,3,3,4,3,4,3,4,4,5,5,SALES,94.17,Disarankan
DCX_285,JAWA TIMUR,3,3,4,3,5,3,4,4,4,5,SALES,94.17,Disarankan
DCX_286,JAWA TIMUR,3,3,3,3,4,4,4,4,4,5,SALES,91.67,Disarankan
DCX_287,JAWA TIMUR,3,3,4,4,5,4,4,4,4,4,SALES,95,Disarankan
DCX_288,JAWA TIMUR,4,3,4,4,5,4,4,3,4,4,SALES,91.67,Disarankan
DCX_289,JAWA TIMUR,3,3,4,3,5,3,5,4,4,4,SALES,91.67,Disarankan
DCX_290,JAWA TIMUR,3,3,5,4,4,4,4,4,5,4,SALES,95,Disarankan
DCX_291,JAWA TIMUR,3,3,4,3,4,3,4,4,5,4,SALES,91.67,Disarankan
DCX_292,JAWA TIMUR,3,3,5,3,5,4,4,3,4,4,SALES,91.67,Disarankan
DCX_293,JAWA TIMUR,3,3,4,3,4,3,4,4,5,4,SALES,91.67,Disarankan
DCX_294,JAWA TIMUR,3,3,5,3,4,4,3,4,5,5,SALES,94.17,Disarankan
DCX_295,JAWA TIMUR,3,3,4,3,4,4,4,4,5,4,SALES,95,Disarankan
DCX_296,JAWA TIMUR,3,3,4,3,5,3,4,4,5,4,SALES,94.17,Disarankan
DCX_297,JAWA TIMUR,4,4,5,4,5,3,4,3,5,4,SALES,90.83,Disarankan
DCX_298,JAWA TIMUR,3,2,4,3,5,4,4,4,5,5,SALES,95,Disarankan
DCX_299,JAWA TIMUR,3,3,5,4,4,3,3,5,5,5,SALES,90.83,Disarankan
DCX_300,JAWA TIMUR,3,3,4,3,5,3,4,5,4,4,SALES,91.67,Disarankan
DCX_301,KALIMANTAN,2,2,2,2,4,2,4,3,3,4,SALES,90.83,Disarankan
DCX_302,KALIMANTAN,2,2,4,3,4,2,3,3,3,3,SALES,91.67,Disarankan
DCX_303,KALIMANTAN,2,2,4,2,4,3,3,2,4,3,SALES,94.17,Disarankan
DCX_304,KALIMANTAN,2,2,3,3,3,3,2,2,4,4,SALES,90.83,Disarankan
DCX_305,KALIMANTAN,3,3,5,3,3,3,2,2,4,4,SALES,90.83,Disarankan
DCX_306,KALIMANTAN,2,2,3,2,3,2,3,3,4,3,SALES,91.67,Disarankan
DCX_307,KALIMANTAN,2,2,3,3,4,2,4,3,3,3,SALES,91.67,Disarankan
DCX_308,KALIMANTAN,3,2,2,3,4,3,3,3,3,3,SALES,91.67,Disarankan
DCX_309,KALIMANTAN,2,2,2,2,4,3,3,3,3,3,SALES,91.67,Disarankan
DCX_310,KALIMANTAN,2,2,3,3,4,2,4,3,3,3,SALES,91.67,Disarankan
DCX_311,KALIMANTAN,2,3,4,2,2,3,1,2,4,4,SALES,94.17,Disarankan
DCX_312,KALIMANTAN,3,3,4,4,3,3,2,2,3,4,SALES,100,Disarankan
DCX_313,KALIMANTAN,2,2,3,2,3,2,3,3,3,3,SALES,100,Disarankan
DCX_314,KALIMANTAN,2,2,2,2,3,3,3,2,3,3,SALES,100,Disarankan
DCX_315,KALIMANTAN,4,3,5,4,5,3,4,4,4,4,SALES,91.67,Disarankan
DCX_316,KALIMANTAN,4,3,5,4,4,4,4,4,4,4,SALES,92.5,Disarankan
DCX_317,KALIMANTAN,3,3,3,3,4,4,3,4,5,5,SALES,90.83,Disarankan
DCX_318,KALIMANTAN,3,4,5,4,5,4,4,4,4,5,SALES,97.5,Disarankan
DCX_319,KALIMANTAN,3,3,3,3,5,4,4,4,4,5,SALES,94.17,Disarankan
DCX_320,KALIMANTAN,4,3,5,3,5,4,4,3,4,4,SALES,91.67,Disarankan
DCX_321,KALIMANTAN,3,3,4,3,4,4,3,4,5,4,SALES,91.67,Disarankan
DCX_322,KALIMANTAN,3,3,4,3,4,4,4,3,4,5,SALES,91.67,Disarankan
DCX_323,KALIMANTAN,3,3,3,3,4,3,4,4,5,5,SALES,90.83,Disarankan
DCX_324,KALIMANTAN,3,3,4,3,5,4,4,4,5,5,SALES,100,Disarankan
DCX_325,SULAWESI,2,2,3,1,3,3,3,3,4,4,SALES,92.5,Disarankan
DCX_326,SULAWESI,3,2,4,3,4,4,3,3,3,3,SALES,95,Disarankan
DCX_327,SULAWESI,2,3,3,2,3,3,2,3,4,4,SALES,94.17,Disarankan
DCX_328,SULAWESI,2,2,3,2,4,2,3,5,4,3,SALES,94.17,Disarankan
DCX_329,SULAWESI,3,2,3,3,4,2,3,3,3,3,SALES,91.67,Disarankan
DCX_330,SULAWESI,2,2,4,3,3,3,2,3,4,3,SALES,91.67,Disarankan
DCX_331,SULAWESI,2,2,3,2,3,3,2,3,3,4,SALES,91.67,Disarankan
DCX_332,SULAWESI,2,1,2,2,4,3,3,3,4,4,SALES,91.67,Disarankan
DCX_333,SULAWESI,2,2,3,1,4,4,2,3,4,4,SALES,91.67,Disarankan
DCX_334,SULAWESI,3,3,3,3,4,2,3,3,3,3,SALES,91.67,Disarankan
DCX_335,SULAWESI,3,3,5,3,3,3,2,2,4,4,SALES,90.83,Disarankan
DCX_336,SULAWESI,2,2,3,2,3,3,3,3,3,4,SALES,95,Disarankan
DCX_337,SULAWESI,2,1,3,2,4,3,2,3,4,4,SALES,91.67,Disarankan
DCX_338,SULAWESI,2,2,3,2,3,3,2,3,4,3,SALES,91.67,Disarankan
DCX_339,SULAWESI,2,2,3,2,3,3,2,3,4,3,SALES,91.67,Disarankan
DCX_340,SULAWESI,2,2,3,2,3,3,3,3,4,4,SALES,97.5,Disarankan
DCX_341,SULAWESI,2,1,2,2,4,3,3,3,4,4,SALES,91.67,Disarankan
DCX_342,SULAWESI,3,3,2,3,3,3,3,3,3,4,SALES,91.67,Disarankan
DCX_343,SULAWESI,2,2,3,2,3,4,2,3,5,4,SALES,94.17,Disarankan
DCX_344,SULAWESI,1,1,2,1,4,2,3,3,3,3,SALES,100,Disarankan
DCX_345,SULAWESI,1,1,2,1,3,2,3,3,3,3,SALES,100,Disarankan
DCX_346,SULAWESI,1,1,2,1,2,3,2,2,3,3,SALES,97.5,Disarankan
DCX_347,SULAWESI,2,2,1,3,3,2,2,4,4,3,SALES,96.67,Disarankan
DCX_348,SULAWESI,1,1,2,1,4,2,3,4,3,2,SALES,97.5,Disarankan
DCX_349,SULAWESI,1,1,2,1,2,2,3,2,3,2,SALES,95,Disarankan
DCX_350,SULAWESI,2,2,3,2,3,3,2,3,3,4,SALES,91.67,Disarankan
DCX_351,SULAWESI,2,2,2,2,4,2,3,3,3,2,SALES,97.5,Disarankan
DCX_352,SULAWESI,1,1,1,1,3,3,2,3,4,5,SALES,96.67,Disarankan
DCX_353,SULAWESI,1,2,2,1,3,3,2,2,3,4,SALES,100,Disarankan
DCX_354,SULAWESI,1,2,2,2,3,2,4,2,3,3,SALES,100,Disarankan
DCX_355,SULAWESI,2,2,4,2,3,2,3,3,3,2,SALES,97.5,Disarankan
DCX_356,SULAWESI,2,1,3,3,3,2,4,2,2,3,SALES,97.5,Disarankan
DCX_357,SULAWESI,3,2,3,3,2,2,3,2,3,3,SALES,97.5,Disarankan
DCX_358,SULAWESI,2,2,4,3,3,2,3,3,4,2,SALES,97.5,Disarankan
DCX_359,SULAWESI,1,1,1,1,3,1,3,2,3,2,SALES,90.83,Disarankan
DCX_360,SULAWESI,1,1,2,1,4,1,3,3,2,2,SALES,91.67,Disarankan
DCX_361,SULAWESI,1,1,2,1,3,1,3,3,3,2,SALES,94.17,Disarankan
DCX_362,SULAWESI,1,1,2,1,3,3,2,2,4,3,SALES,100,Disarankan
DCX_363,SULAWESI,1,2,2,1,3,2,4,2,3,3,SALES,100,Disarankan
DCX_364,SULAWESI,1,1,2,1,3,1,3,3,3,2,SALES,94.17,Disarankan
DCX_365,SULAWESI,1,1,2,1,3,3,3,3,3,2,SALES,97.5,Disarankan
DCX_366,SULAWESI,1,1,2,1,3,2,3,2,3,3,SALES,100,Disarankan
DCX_367,SULAWESI,1,1,2,1,4,2,4,3,2,3,SALES,97.5,Disarankan
DCX_368,SULAWESI,1,1,2,2,3,2,3,2,4,3,SALES,100,Disarankan
DCX_369,SULAWESI,1,1,3,2,4,1,3,3,3,2,SALES,94.17,Disarankan
DCX_370,SULAWESI,1,1,2,1,3,1,1,3,3,2,SALES,90.83,Disarankan
DCX_371,SULAWESI,1,1,2,1,3,2,3,2,4,4,SALES,100,Disarankan
DCX_372,SULAWESI,1,1,2,1,3,2,3,3,3,2,SALES,97.5,Disarankan
DCX_373,SULAWESI,2,2,2,2,4,2,3,3,2,2,SALES,95,Disarankan
DCX_374,SULAWESI,1,2,2,1,4,3,3,3,3,3,SALES,100,Disarankan
DCX_375,SULAWESI,1,1,2,1,3,2,4,3,3,2,SALES,97.5,Disarankan
DCX_376,SULAWESI,2,2,3,2,3,2,3,3,3,3,SALES,100,Disarankan
DCX_377,SULAWESI,1,2,2,1,3,2,3,2,2,2,SALES,95,Disarankan
DCX_378,SULAWESI,1,1,2,1,4,2,3,4,2,3,SALES,97.5,Disarankan
DCX_379,SULAWESI,1,1,2,1,4,2,3,4,3,2,SALES,97.5,Disarankan
DCX_380,SULAWESI,1,1,3,1,3,2,3,2,3,3,SALES,100,Disarankan
DCX_381,SULAWESI,1,1,2,1,3,3,3,2,3,3,SALES,100,Disarankan
DCX_382,SULAWESI,1,1,2,1,3,3,2,2,3,3,SALES,100,Disarankan
DCX_383,SULAWESI,1,1,2,1,3,2,3,2,3,3,SALES,100,Disarankan
DCX_384,SULAWESI,1,1,2,1,3,3,2,3,3,4,SALES,100,Disarankan
DCX_385,SULAWESI,1,2,2,1,3,2,2,4,3,2,SALES,97.5,Disarankan
DCX_386,SULAWESI,1,1,3,1,3,2,3,3,4,3,SALES,100,Disarankan
DCX_387,SULAWESI,3,3,5,3,5,3,4,4,4,5,SALES,94.17,Disarankan
DCX_388,SULAWESI,3,3,4,3,4,4,3,4,4,5,SALES,91.67,Disarankan
DCX_389,SULAWESI,3,3,3,3,5,4,4,3,5,4,SALES,90.83,Disarankan
DCX_390,SULAWESI,3,3,4,3,5,4,4,4,5,4,SALES,97.5,Disarankan
DCX_391,SULAWESI,3,3,4,3,4,3,4,4,5,4,SALES,91.67,Disarankan
DCX_392,SUMATERA 1,2,2,1,2,3,3,3,3,4,4,SALES,90.83,Disarankan
DCX_393,SUMATERA 1,2,2,2,2,3,3,3,3,4,4,SALES,94.17,Disarankan
DCX_394,SUMATERA 1,2,2,3,2,4,3,3,3,4,4,SALES,100,Disarankan
DCX_395,SUMATERA 1,2,2,3,2,3,3,3,3,3,3,SALES,92.5,Disarankan
DCX_396,SUMATERA 1,2,2,3,2,4,3,3,3,3,3,SALES,95,Disarankan
DCX_397,SUMATERA 1,2,3,3,1,4,3,3,4,4,3,SALES,92.5,Disarankan
DCX_398,SUMATERA 1,3,3,4,3,4,2,4,3,3,3,SALES,91.67,Disarankan
DCX_399,SUMATERA 1,2,2,3,2,3,2,3,3,3,4,SALES,91.67,Disarankan
DCX_400,SUMATERA 1,2,2,4,2,4,3,2,3,4,4,SALES,96.67,Disarankan
DCX_401,SUMATERA 1,2,2,2,2,3,4,3,2,4,4,SALES,90.83,Disarankan
DCX_402,SUMATERA 1,2,2,3,2,4,3,3,2,3,3,SALES,91.67,Disarankan
DCX_403,SUMATERA 1,3,2,4,3,4,2,3,3,3,3,SALES,91.67,Disarankan
DCX_404,SUMATERA 1,3,2,3,3,4,3,3,3,3,3,SALES,95,Disarankan
DCX_405,SUMATERA 1,2,3,3,3,3,3,3,3,3,3,SALES,92.5,Disarankan
DCX_406,SUMATERA 1,2,2,2,1,4,3,3,3,4,4,SALES,91.67,Disarankan
DCX_407,SUMATERA 1,2,2,3,2,3,2,3,2,4,4,SALES,90.83,Disarankan
DCX_408,SUMATERA 1,2,2,4,2,4,3,3,3,4,3,SALES,97.5,Disarankan
DCX_409,SUMATERA 1,2,3,3,2,4,4,3,3,3,3,SALES,95,Disarankan
DCX_410,SUMATERA 1,2,2,3,2,4,2,3,3,3,3,SALES,91.67,Disarankan
DCX_411,SUMATERA 1,1,1,2,2,3,2,2,2,3,3,SALES,100,Disarankan
DCX_412,SUMATERA 1,3,3,3,3,3,3,3,3,3,3,SALES,92.5,Disarankan
DCX_413,SUMATERA 1,3,3,3,3,3,3,3,2,4,3,SALES,91.67,Disarankan
DCX_414,SUMATERA 1,2,3,4,2,3,3,2,3,3,4,SALES,100,Disarankan
DCX_415,SUMATERA 1,1,1,4,1,4,3,3,3,4,3,SALES,100,Disarankan
DCX_416,SUMATERA 1,2,2,3,3,3,2,2,4,3,2,SALES,97.5,Disarankan
DCX_417,SUMATERA 1,2,2,3,2,3,3,1,3,5,4,SALES,90.83,Disarankan
DCX_418,SUMATERA 1,1,2,3,1,3,2,2,3,4,4,SALES,100,Disarankan
DCX_419,SUMATERA 1,2,2,3,2,3,1,3,2,3,2,SALES,94.17,Disarankan
DCX_420,SUMATERA 1,2,2,3,2,4,3,2,3,4,3,SALES,94.17,Disarankan
DCX_421,SUMATERA 1,1,2,1,1,3,3,2,3,4,4,SALES,96.67,Disarankan
DCX_422,SUMATERA 1,2,2,3,2,4,2,4,3,3,3,SALES,91.67,Disarankan
DCX_423,SUMATERA 1,2,1,4,2,3,3,2,4,4,3,SALES,100,Disarankan
DCX_424,SUMATERA 1,3,3,3,3,3,3,3,2,3,4,SALES,91.67,Disarankan
DCX_425,SUMATERA 1,2,2,2,2,4,3,3,3,3,3,SALES,91.67,Disarankan
DCX_426,SUMATERA 1,2,2,2,2,3,2,3,3,4,4,SALES,90.83,Disarankan
DCX_427,SUMATERA 1,2,2,4,2,4,3,3,3,4,3,SALES,97.5,Disarankan
DCX_428,SUMATERA 1,2,2,3,3,3,3,2,4,4,3,SALES,91.67,Disarankan
DCX_429,SUMATERA 1,1,1,2,1,2,2,2,3,4,2,SALES,95,Disarankan
DCX_430,SUMATERA 1,2,2,2,2,4,2,3,3,4,4,SALES,93.33,Disarankan
DCX_431,SUMATERA 1,3,3,4,3,3,3,2,4,4,3,SALES,91.67,Disarankan
DCX_432,SUMATERA 1,2,2,3,2,3,3,3,3,4,4,SALES,97.5,Disarankan
DCX_433,SUMATERA 1,3,2,3,3,3,3,3,3,3,4,SALES,95,Disarankan
DCX_434,SUMATERA 1,2,2,3,3,2,2,1,3,4,3,SALES,94.17,Disarankan
DCX_435,SUMATERA 1,2,2,3,2,3,2,2,4,4,3,SALES,100,Disarankan
DCX_436,SUMATERA 1,3,2,4,2,3,3,3,3,3,3,SALES,92.5,Disarankan
DCX_437,SUMATERA 1,3,3,4,3,3,3,2,3,3,4,SALES,91.67,Disarankan
DCX_438,SUMATERA 1,1,1,2,1,4,3,2,2,5,3,SALES,100,Disarankan
DCX_439,SUMATERA 1,3,2,3,3,4,3,3,3,3,4,SALES,97.5,Disarankan
DCX_440,SUMATERA 1,2,2,2,1,3,2,2,3,3,2,SALES,97.5,Disarankan
DCX_441,SUMATERA 1,3,2,2,3,3,3,3,2,4,3,SALES,100,Disarankan
DCX_442,SUMATERA 1,2,2,2,2,4,3,3,4,3,3,SALES,91.67,Disarankan
DCX_443,SUMATERA 1,2,2,2,3,3,3,3,3,4,3,SALES,91.67,Disarankan
DCX_444,SUMATERA 1,2,1,3,2,3,3,2,2,3,3,SALES,100,Disarankan
DCX_445,SUMATERA 1,2,2,2,2,4,3,3,3,4,4,SALES,96.67,Disarankan
DCX_446,SUMATERA 1,1,2,2,1,3,2,3,3,4,4,SALES,100,Disarankan
DCX_447,SUMATERA 1,1,1,3,1,2,3,2,3,3,3,SALES,97.5,Disarankan
DCX_448,SUMATERA 1,3,4,3,3,5,4,4,4,4,5,SALES,94.17,Disarankan
DCX_449,SUMATERA 1,3,3,4,3,4,4,3,4,5,5,SALES,94.17,Disarankan
DCX_450,SUMATERA 1,3,4,4,4,5,4,4,4,5,5,SALES,100,Disarankan
DCX_451,SUMATERA 1,4,3,5,4,4,4,3,3,5,5,SALES,90.83,Disarankan
DCX_452,SUMATERA 1,3,3,4,4,5,4,3,3,5,4,SALES,90.83,Disarankan
DCX_453,SUMATERA 2,2,3,3,2,3,3,2,2,4,4,SALES,90.83,Disarankan
DCX_454,SUMATERA 2,2,2,3,2,4,3,2,3,4,4,SALES,96.67,Disarankan
DCX_455,SUMATERA 2,3,3,3,3,4,3,2,3,4,4,SALES,96.67,Disarankan
DCX_456,SUMATERA 2,2,3,3,2,3,2,4,2,3,3,SALES,100,Disarankan
DCX_457,SUMATERA 2,3,3,3,3,4,3,3,3,4,4,SALES,100,Disarankan
DCX_458,SUMATERA 2,3,2,3,3,4,2,3,4,4,4,SALES,96.67,Disarankan
DCX_459,SUMATERA 2,3,3,3,3,4,3,2,2,4,3,SALES,90.83,Disarankan
DCX_460,SUMATERA 2,2,2,3,2,3,2,3,2,3,3,SALES,100,Disarankan
DCX_461,SUMATERA 2,2,2,2,2,4,2,3,3,4,4,SALES,93.33,Disarankan
DCX_462,SUMATERA 2,2,3,4,3,3,3,3,3,4,3,SALES,95,Disarankan
DCX_463,SUMATERA 2,2,2,4,2,3,3,3,3,3,3,SALES,92.5,Disarankan
DCX_464,SUMATERA 2,2,2,2,2,4,3,2,3,3,4,SALES,90.83,Disarankan
DCX_465,SUMATERA 2,3,3,4,2,3,2,3,3,4,3,SALES,91.67,Disarankan
DCX_466,SUMATERA 2,2,3,3,2,3,3,2,3,4,4,SALES,94.17,Disarankan
DCX_467,SUMATERA 2,2,3,3,2,4,2,3,3,3,3,SALES,91.67,Disarankan
DCX_468,SUMATERA 2,2,3,4,3,4,2,3,3,3,3,SALES,91.67,Disarankan
DCX_469,SUMATERA 2,2,1,3,2,4,3,2,3,4,4,SALES,91.67,Disarankan
DCX_470,SUMATERA 2,2,2,3,2,4,2,4,3,3,3,SALES,91.67,Disarankan
DCX_471,SUMATERA 2,4,3,4,4,4,3,3,4,5,5,SALES,90.83,Disarankan
DCX_472,SUMATERA 2,3,4,4,3,5,4,4,4,4,5,SALES,97.5,Disarankan
DCX_473,SUMATERA 2,3,3,5,3,4,4,4,4,4,4,SALES,92.5,Disarankan
DCX_474,SUMATERA 2,4,3,5,4,4,4,3,5,5,4,SALES,91.67,Disarankan
DCX_475,SUMATERA 2,3,3,5,3,5,3,4,5,5,4,SALES,94.17,Disarankan
DCX_476,SUMATERA 2,3,3,3,3,2,3,1,2,5,4,SALES,94.17,Disarankan
DCX_477,SUMATERA 2,1,1,2,2,4,2,4,3,3,3,SALES,100,Disarankan
DCX_478,SUMATERA 2,3,2,3,3,4,3,3,4,3,3,SALES,95,Disarankan
DCX_479,SUMATERA 2,3,2,4,3,3,2,2,4,4,3,SALES,100,Disarankan
DCX_480,BALI NUSRA,2,1,3,3,3,1,4,2,3,2,SALES,75,Dipertimbangkan
DCX_481,BALI NUSRA,1,1,3,1,3,3,3,2,3,3,SALES,74.17,Dipertimbangkan
DCX_482,BALI NUSRA,2,2,3,2,3,3,3,2,3,3,SALES,89.17,Dipertimbangkan
DCX_483,BALI NUSRA,1,2,2,2,4,3,3,3,3,3,SALES,86.67,Dipertimbangkan
DCX_484,BALI NUSRA,2,2,3,2,3,2,3,3,2,3,SALES,86.67,Dipertimbangkan
DCX_485,BALI NUSRA,1,1,3,1,4,2,3,3,2,3,SALES,74.17,Dipertimbangkan
DCX_486,BALI NUSRA,1,1,2,2,3,3,2,3,4,3,SALES,78.33,Dipertimbangkan
DCX_487,BALI NUSRA,3,2,2,3,3,3,3,3,3,3,SALES,89.17,Dipertimbangkan
DCX_488,BALI NUSRA,1,1,1,1,4,2,3,4,4,3,SALES,72.5,Dipertimbangkan
DCX_489,BALI NUSRA,1,1,2,2,4,2,3,3,3,3,SALES,78.33,Dipertimbangkan
DCX_490,BALI NUSRA,1,2,1,1,4,3,3,3,3,3,SALES,78.33,Dipertimbangkan
DCX_491,BALI NUSRA,2,2,3,1,3,3,2,4,4,3,SALES,86.67,Dipertimbangkan
DCX_492,BALI NUSRA,2,2,4,2,4,3,4,3,4,4,SALES,70.83,Dipertimbangkan
DCX_493,BALI NUSRA,4,4,5,4,3,4,4,3,5,4,SALES,89.17,Dipertimbangkan
DCX_494,BALI NUSRA,3,3,5,4,4,3,4,4,4,3,SALES,86.67,Dipertimbangkan
DCX_495,BALI NUSRA,2,2,4,2,5,3,4,4,3,5,SALES,76.67,Dipertimbangkan
DCX_496,BALI NUSRA,2,3,4,2,4,3,3,3,4,4,SALES,72.5,Dipertimbangkan
DCX_497,BALI NUSRA,3,3,3,3,4,3,4,4,4,4,SALES,85.83,Dipertimbangkan
DCX_498,BALI NUSRA,2,2,3,2,4,4,3,4,4,4,SALES,70.83,Dipertimbangkan
DCX_499,BALI NUSRA,3,2,4,3,3,3,3,5,5,3,SALES,78.33,Dipertimbangkan
DCX_500,BALI NUSRA,2,3,3,2,5,3,5,4,4,3,SALES,75.83,Dipertimbangkan
DCX_501,BALI NUSRA,3,4,3,3,4,4,4,3,5,4,SALES,88.33,Dipertimbangkan
DCX_502,BALI NUSRA,3,3,4,3,3,4,2,3,5,5,SALES,85,Dipertimbangkan
DCX_503,BALI NUSRA,2,3,4,3,4,3,4,4,5,4,SALES,86.67,Dipertimbangkan
DCX_504,BALI NUSRA,3,3,4,3,4,4,3,3,5,4,SALES,88.33,Dipertimbangkan
DCX_505,BALI NUSRA,3,2,3,4,4,3,4,3,5,4,SALES,80,Dipertimbangkan
DCX_506,BALI NUSRA,4,3,3,4,4,4,4,3,4,3,SALES,83.33,Dipertimbangkan
DCX_507,BALI NUSRA,3,4,3,2,4,3,5,4,4,4,SALES,80.83,Dipertimbangkan
DCX_508,BALI NUSRA,2,3,3,2,4,2,5,4,5,3,SALES,72.5,Dipertimbangkan
DCX_509,BALI NUSRA,3,3,4,3,5,3,4,3,4,4,SALES,88.33,Dipertimbangkan
DCX_510,BALI NUSRA,2,3,3,2,4,3,4,4,4,4,SALES,75.83,Dipertimbangkan
DCX_511,BALI NUSRA,2,2,3,2,4,3,4,4,4,4,SALES,70.83,Dipertimbangkan
DCX_512,BALI NUSRA,2,2,3,2,5,4,5,4,3,4,SALES,74.17,Dipertimbangkan
DCX_513,BALI NUSRA,3,2,5,4,5,3,4,4,4,4,SALES,86.67,Dipertimbangkan
DCX_514,BALI NUSRA,2,3,3,3,4,3,5,4,4,3,SALES,78.33,Dipertimbangkan
DCX_515,BALI NUSRA,2,2,5,2,4,3,3,4,4,4,SALES,70.83,Dipertimbangkan
DCX_516,BALI NUSRA,3,3,4,3,4,2,4,3,3,3,SALES,77.5,Dipertimbangkan
DCX_517,BALI NUSRA,2,3,4,2,4,3,3,5,4,3,SALES,73.33,Dipertimbangkan
DCX_518,BALI NUSRA,2,3,4,2,4,3,4,3,4,4,SALES,75.83,Dipertimbangkan
DCX_519,BALI NUSRA,2,3,2,2,3,3,3,3,2,3,SALES,86.67,Dipertimbangkan
DCX_520,BALI NUSRA,2,2,2,2,3,2,4,2,2,3,SALES,80,Dipertimbangkan
DCX_521,BALI NUSRA,1,1,2,1,4,4,3,3,3,3,SALES,76.67,Dipertimbangkan
DCX_522,BALI NUSRA,2,2,2,1,4,2,4,2,2,3,SALES,77.5,Dipertimbangkan
DCX_523,BALI NUSRA,1,1,2,1,3,3,3,3,3,3,SALES,74.17,Dipertimbangkan
DCX_524,BALI NUSRA,1,2,2,1,3,3,3,4,4,3,SALES,81.67,Dipertimbangkan
DCX_525,BALI NUSRA,1,1,2,2,3,2,3,3,2,2,SALES,70.83,Dipertimbangkan
DCX_526,BALI NUSRA,1,1,3,2,2,2,2,3,3,3,SALES,73.33,Dipertimbangkan
DCX_527,BALI NUSRA,3,3,4,3,4,2,4,4,2,2,SALES,86.67,Dipertimbangkan
DCX_528,BALI NUSRA,1,1,3,2,4,3,2,3,4,3,SALES,84.17,Dipertimbangkan
DCX_529,BALI NUSRA,2,2,2,2,2,3,2,2,2,3,SALES,77.5,Dipertimbangkan
DCX_530,BALI NUSRA,1,2,2,2,2,2,2,3,3,4,SALES,77.5,Dipertimbangkan
DCX_531,BALI NUSRA,1,2,3,1,2,2,3,2,3,3,SALES,73.33,Dipertimbangkan
DCX_532,BALI NUSRA,1,1,2,1,3,2,3,2,4,4,SALES,72.5,Dipertimbangkan
DCX_533,BALI NUSRA,1,1,2,1,3,3,3,2,4,3,SALES,73.33,Dipertimbangkan
DCX_534,BALI NUSRA,1,1,4,2,2,3,1,2,4,3,SALES,72.5,Dipertimbangkan
DCX_535,BALI NUSRA,2,1,4,3,4,2,4,4,3,2,SALES,84.17,Dipertimbangkan
DCX_536,BALI NUSRA,2,2,4,2,3,2,2,3,3,2,SALES,83.33,Dipertimbangkan
DCX_537,BALI NUSRA,2,2,2,3,3,2,3,3,3,3,SALES,85.83,Dipertimbangkan
DCX_538,BALI NUSRA,3,2,2,3,2,2,2,2,3,3,SALES,76.67,Dipertimbangkan
DCX_539,BALI NUSRA,1,1,3,2,3,3,2,3,3,2,SALES,76.67,Dipertimbangkan
DCX_540,BALI NUSRA,2,2,4,3,3,2,4,2,4,2,SALES,85.83,Dipertimbangkan
DCX_541,BALI NUSRA,1,1,2,1,4,3,4,3,2,3,SALES,74.17,Dipertimbangkan
DCX_542,BALI NUSRA,2,2,4,3,2,2,2,2,3,2,SALES,77.5,Dipertimbangkan
DCX_543,BALI NUSRA,2,1,3,2,4,3,4,3,3,3,SALES,90,Dipertimbangkan
DCX_544,BALI NUSRA,2,2,2,2,3,3,2,4,3,3,SALES,85.83,Dipertimbangkan
DCX_545,BALI NUSRA,2,1,3,2,3,2,3,2,2,2,SALES,75.83,Dipertimbangkan
DCX_546,BALI NUSRA,1,1,2,1,4,2,3,3,4,3,SALES,75.83,Dipertimbangkan
DCX_547,BALI NUSRA,2,1,2,3,3,1,3,3,2,2,SALES,72.5,Dipertimbangkan
DCX_548,BALI NUSRA,1,1,2,2,3,2,2,3,3,3,SALES,72.5,Dipertimbangkan
DCX_549,BALI NUSRA,1,2,2,1,4,3,2,3,3,3,SALES,78.33,Dipertimbangkan
DCX_550,BALI NUSRA,2,1,2,2,3,2,3,2,2,2,SALES,72.5,Dipertimbangkan
DCX_551,BALI NUSRA,1,1,2,2,4,3,3,3,4,3,SALES,84.17,Dipertimbangkan
DCX_552,BALI NUSRA,1,1,4,2,3,3,3,3,3,3,SALES,82.5,Dipertimbangkan
DCX_553,BALI NUSRA,3,2,4,3,4,2,4,4,3,2,SALES,89.17,Dipertimbangkan
DCX_554,BALI NUSRA,1,2,2,1,4,2,4,2,2,3,SALES,72.5,Dipertimbangkan
DCX_555,BALI NUSRA,1,1,3,2,3,2,2,4,3,2,SALES,73.33,Dipertimbangkan
DCX_556,BALI NUSRA,1,1,3,1,4,2,3,4,3,3,SALES,76.67,Dipertimbangkan
DCX_557,BALI NUSRA,1,1,2,1,4,3,3,3,4,3,SALES,79.17,Dipertimbangkan
DCX_558,BALI NUSRA,2,1,2,2,3,2,3,2,4,4,SALES,82.5,Dipertimbangkan
DCX_559,BALI NUSRA,1,1,3,2,3,3,2,3,3,3,SALES,79.17,Dipertimbangkan
DCX_560,BALI NUSRA,2,2,3,3,4,2,3,3,2,3,SALES,89.17,Dipertimbangkan
DCX_561,BALI NUSRA,2,1,2,2,4,1,3,3,3,2,SALES,77.5,Dipertimbangkan
DCX_562,BALI NUSRA,1,1,3,2,2,2,3,3,3,3,SALES,76.67,Dipertimbangkan
