Participant Code,Region,log_berpikir,k_numerikal,d_analisa,k_verbal,o_hasil,fleks,s_kerja,m_prestasi,kerjasama,k_interpersonal,pil_jabatan,prosen_kecocokan,hasil_rekomendasi
DCX_5783,-,3,4,5,4,4,4,5,4,4,3,DBT,85.83,Dipertimbangkan
DCX_5784,-,3,3,3,4,5,4,4,4,5,5,DBT,83.33,Dipertimbangkan
DCX_5785,-,4,3,4,4,4,2,3,4,4,3,DBT,73.33,Dipertimbangkan
DCX_5786,-,3,3,5,2,4,3,4,4,4,2,DBT,70.83,Dipertimbangkan
DCX_5787,-,3,4,4,4,4,4,3,3,5,4,DBT,80.83,Dipertimbangkan
DCX_5788,-,3,2,4,4,4,3,4,5,4,3,DBT,75.83,Dipertimbangkan
DCX_5789,-,3,3,5,3,4,2,4,5,4,3,DBT,75.83,Dipertimbangkan
DCX_5790,-,3,2,4,4,5,4,4,4,5,4,DBT,82.5,Dipertimbangkan
DCX_5791,-,3,3,4,3,5,2,4,4,4,3,DBT,73.33,Dipertimbangkan
DCX_5792,-,4,3,4,4,3,4,3,3,5,4,DBT,78.33,Dipertimbangkan
DCX_5793,-,3,3,4,3,3,3,4,5,4,4,DBT,77.5,Dipertimbangkan
DCX_5794,-,4,3,5,4,5,3,5,4,3,3,DBT,81.67,Dipertimbangkan
DCX_5795,-,3,3,5,3,4,3,5,5,4,3,DBT,79.17,Dipertimbangkan
DCX_5796,-,3,2,4,4,4,4,3,3,4,4,DBT,74.17,Dipertimbangkan
DCX_5797,-,4,3,5,4,4,2,3,4,4,4,DBT,79.17,Dipertimbangkan
DCX_5798,-,3,2,3,4,4,3,4,3,4,4,DBT,71.67,Dipertimbangkan
DCX_5799,-,3,3,4,3,4,4,4,4,4,4,DBT,80.83,Dipertimbangkan
DCX_5800,-,3,3,4,4,4,3,4,4,4,4,DBT,80,Dipertimbangkan
DCX_5801,-,4,4,4,4,4,5,2,3,5,5,DBT,80.83,Dipertimbangkan
DCX_5802,-,3,4,4,2,5,3,4,4,4,3,DBT,77.5,Dipertimbangkan
DCX_5803,-,3,3,3,3,5,3,5,4,3,4,DBT,74.17,Dipertimbangkan
DCX_5804,-,4,5,6,4,3,3,3,3,4,4,DBT,80.83,Dipertimbangkan
DCX_5805,-,4,3,4,4,4,3,4,4,4,5,DBT,83.33,Dipertimbangkan
DCX_5806,-,4,3,5,4,5,3,5,4,4,3,DBT,85,Dipertimbangkan
DCX_5807,-,3,4,4,3,4,3,3,4,5,4,DBT,77.5,Dipertimbangkan
DCX_5808,-,3,3,3,3,5,3,4,4,4,3,DBT,74.17,Dipertimbangkan
DCX_5809,-,3,4,5,4,5,3,5,3,4,4,DBT,85.83,Dipertimbangkan
DCX_5810,-,3,3,4,3,4,4,3,3,5,4,DBT,75,Dipertimbangkan
DCX_5811,-,4,3,5,4,4,3,4,3,4,5,DBT,83.33,Dipertimbangkan
DCX_5812,-,3,3,4,3,4,3,4,3,4,3,DBT,71.67,Dipertimbangkan
DCX_5813,-,4,4,4,4,4,3,5,3,4,3,DBT,80.83,Dipertimbangkan
DCX_5814,-,3,4,5,3,4,2,4,4,4,3,DBT,76.67,Dipertimbangkan
DCX_5815,-,2,3,4,2,4,4,4,3,4,4,DBT,72.5,Dipertimbangkan
DCX_5816,-,3,3,3,3,4,3,4,3,4,4,DBT,72.5,Dipertimbangkan
DCX_5817,-,4,4,4,4,4,2,3,4,4,3,DBT,76.67,Dipertimbangkan
DCX_5818,-,3,3,5,3,4,3,4,4,4,3,DBT,76.67,Dipertimbangkan
DCX_5819,-,4,5,6,4,4,4,4,3,4,4,DBT,90,Dipertimbangkan
DCX_5820,-,3,3,4,2,5,3,4,4,4,4,DBT,77.5,Dipertimbangkan
DCX_5821,-,3,2,4,4,4,4,3,3,5,5,DBT,74.17,Dipertimbangkan
DCX_5822,-,4,4,5,4,4,2,4,4,4,3,DBT,82.5,Dipertimbangkan
DCX_5823,-,3,3,5,3,5,3,4,3,4,3,DBT,76.67,Dipertimbangkan
DCX_5824,-,3,2,3,3,5,3,4,4,4,4,DBT,74.17,Dipertimbangkan
DCX_5825,-,2,2,4,3,5,4,4,4,4,5,DBT,76.67,Dipertimbangkan
DCX_5826,-,3,3,4,3,4,4,3,5,5,4,DBT,80,Dipertimbangkan
DCX_5827,-,3,2,4,4,5,3,5,4,4,4,DBT,79.17,Dipertimbangkan
DCX_5828,-,3,3,4,3,4,3,5,3,4,4,DBT,75,Dipertimbangkan
DCX_5829,-,3,3,3,3,5,3,5,3,4,4,DBT,75,Dipertimbangkan
DCX_5830,-,3,3,4,2,5,3,4,3,5,5,DBT,75,Dipertimbangkan
DCX_5831,-,2,3,4,2,5,3,4,3,5,4,DBT,71.67,Dipertimbangkan
DCX_5832,-,4,3,5,4,4,2,4,3,4,3,DBT,76.67,Dipertimbangkan
DCX_5833,-,3,3,5,4,5,3,4,4,4,4,DBT,85,Dipertimbangkan
DCX_5834,-,2,3,3,2,4,4,4,4,5,4,DBT,72.5,Dipertimbangkan
DCX_5835,-,3,4,4,3,3,3,2,4,4,4,DBT,71.67,Dipertimbangkan
DCX_5836,-,3,4,5,4,5,3,5,3,4,4,DBT,85.83,Dipertimbangkan
DCX_5837,-,4,5,5,4,4,3,4,4,3,3,DBT,82.5,Dipertimbangkan
DCX_5838,-,3,5,4,4,4,4,4,3,4,3,DBT,80.83,Dipertimbangkan
DCX_5839,-,2,3,3,3,4,4,3,4,4,4,DBT,71.67,Dipertimbangkan
DCX_5840,-,4,5,4,4,3,4,2,3,4,4,DBT,78.33,Dipertimbangkan
DCX_5841,-,4,5,5,4,4,3,4,3,3,4,DBT,83.33,Dipertimbangkan
DCX_5842,-,3,3,4,3,4,4,3,4,4,4,DBT,77.5,Dipertimbangkan
DCX_5843,-,3,3,5,3,4,4,3,4,4,4,DBT,80,Dipertimbangkan
DCX_5844,-,4,4,4,4,5,3,5,3,3,3,DBT,80,Dipertimbangkan
DCX_5845,-,3,3,5,4,5,3,4,5,5,3,DBT,84.17,Dipertimbangkan
DCX_5846,-,3,3,3,3,5,4,4,3,5,4,DBT,78.33,Dipertimbangkan
DCX_5847,-,3,3,4,3,5,4,4,3,5,4,DBT,80.83,Dipertimbangkan
DCX_5848,-,2,3,3,2,5,4,4,4,5,4,DBT,75,Dipertimbangkan
DCX_5849,-,3,2,4,4,5,4,3,3,5,5,DBT,76.67,Dipertimbangkan
DCX_5850,-,3,4,4,3,4,3,3,4,4,4,DBT,77.5,Dipertimbangkan
DCX_5851,-,4,3,4,4,4,4,3,3,4,5,DBT,80.83,Dipertimbangkan
DCX_5852,-,2,3,4,3,5,4,4,4,4,4,DBT,80,Dipertimbangkan
DCX_5853,-,2,2,4,2,4,4,4,4,4,4,DBT,71.67,Dipertimbangkan
DCX_5854,-,3,2,3,4,5,2,4,4,4,4,DBT,73.33,Dipertimbangkan
DCX_5855,-,3,3,3,3,4,3,4,4,4,3,DBT,71.67,Dipertimbangkan
DCX_5856,-,3,3,4,3,5,3,4,4,4,3,DBT,76.67,Dipertimbangkan
DCX_5857,-,4,3,4,4,4,3,4,4,3,4,DBT,80,Dipertimbangkan
DCX_5858,-,4,3,3,4,4,4,4,4,4,5,DBT,84.17,Dipertimbangkan
DCX_5859,-,4,3,5,4,4,2,4,3,3,3,DBT,73.33,Dipertimbangkan
DCX_5860,-,2,3,4,3,5,4,4,5,4,3,DBT,79.17,Dipertimbangkan
DCX_5861,-,4,5,5,4,5,3,5,4,4,3,DBT,88.33,Dipertimbangkan
DCX_5862,-,4,3,4,4,5,3,4,4,3,4,DBT,82.5,Dipertimbangkan
DCX_5863,-,3,3,4,3,5,3,4,3,4,4,DBT,77.5,Dipertimbangkan
DCX_5864,-,3,3,5,3,4,3,4,4,4,4,DBT,80,Dipertimbangkan
DCX_5865,-,3,4,5,3,5,3,5,3,4,4,DBT,83.33,Dipertimbangkan
DCX_5866,-,4,3,5,4,5,3,5,3,4,4,DBT,85.83,Dipertimbangkan
DCX_5867,-,3,3,4,3,4,3,4,3,4,4,DBT,75,Dipertimbangkan
DCX_5868,-,2,2,4,3,4,3,4,5,4,4,DBT,73.33,Dipertimbangkan
DCX_5869,-,4,5,5,4,4,3,4,4,3,3,DBT,82.5,Dipertimbangkan
DCX_5870,-,4,5,5,4,4,2,5,3,3,3,DBT,76.67,Dipertimbangkan
DCX_5871,-,3,3,4,3,5,3,4,4,4,3,DBT,76.67,Dipertimbangkan
DCX_5872,-,4,4,4,4,5,2,5,4,4,3,DBT,82.5,Dipertimbangkan
DCX_5873,-,3,4,4,3,3,4,2,3,4,4,DBT,72.5,Dipertimbangkan
DCX_5874,-,4,3,6,4,4,3,4,3,3,4,DBT,80,Dipertimbangkan
DCX_5875,-,3,3,3,4,5,4,5,4,4,3,DBT,80,Dipertimbangkan
DCX_5876,-,4,3,4,4,3,4,3,3,5,4,DBT,78.33,Dipertimbangkan
DCX_5877,-,3,3,4,3,4,3,5,3,3,4,DBT,71.67,Dipertimbangkan
DCX_5878,-,3,2,4,3,5,3,5,4,4,3,DBT,73.33,Dipertimbangkan
DCX_5879,-,3,3,4,3,4,3,4,4,5,5,DBT,77.5,Dipertimbangkan
DCX_5880,-,3,3,4,4,5,2,5,4,3,3,DBT,72.5,Dipertimbangkan
DCX_5881,-,3,3,4,3,4,3,4,4,3,4,DBT,74.17,Dipertimbangkan
DCX_5882,-,4,3,4,4,4,3,4,3,3,3,DBT,74.17,Dipertimbangkan
DCX_5883,-,3,3,5,4,5,2,4,4,3,3,DBT,75,Dipertimbangkan
DCX_5884,-,3,3,4,3,5,4,4,4,4,4,DBT,83.33,Dipertimbangkan
DCX_5885,-,4,4,5,4,4,3,4,3,4,3,DBT,83.33,Dipertimbangkan
DCX_5886,-,2,2,4,2,5,4,4,4,4,4,DBT,74.17,Dipertimbangkan
DCX_5887,-,4,3,5,4,5,3,4,3,4,4,DBT,85.83,Dipertimbangkan
DCX_5888,-,2,3,4,3,5,3,4,4,3,4,DBT,73.33,Dipertimbangkan
DCX_5889,-,3,3,5,3,4,3,3,3,5,4,DBT,74.17,Dipertimbangkan
DCX_5890,-,4,3,5,4,4,4,3,3,5,5,DBT,83.33,Dipertimbangkan
DCX_5891,-,3,3,4,4,5,4,4,5,5,4,DBT,88.33,Dipertimbangkan
DCX_5892,-,3,4,4,3,3,4,2,3,4,4,DBT,72.5,Dipertimbangkan
DCX_5893,-,3,2,4,3,4,4,3,3,4,4,DBT,71.67,Dipertimbangkan
DCX_5894,-,3,2,4,3,4,3,4,4,4,3,DBT,70.83,Dipertimbangkan
DCX_5895,-,3,4,4,3,4,3,4,3,4,3,DBT,75,Dipertimbangkan
DCX_5896,-,3,3,4,3,5,2,5,4,4,4,DBT,76.67,Dipertimbangkan
DCX_5897,-,3,4,5,3,4,3,5,4,5,4,DBT,83.33,Dipertimbangkan
DCX_5898,-,4,3,5,4,4,4,3,3,4,4,DBT,83.33,Dipertimbangkan
DCX_5899,-,3,3,5,4,5,3,4,4,4,3,DBT,81.67,Dipertimbangkan
DCX_5900,-,4,3,5,4,3,3,3,3,3,3,DBT,70.83,Dipertimbangkan
DCX_5901,-,3,4,4,4,4,2,5,3,4,3,DBT,74.17,Dipertimbangkan
DCX_5902,-,3,2,5,2,4,3,4,4,3,4,DBT,70.83,Dipertimbangkan
DCX_5903,-,3,2,4,4,3,3,3,4,4,4,DBT,70.83,Dipertimbangkan
DCX_5904,-,3,3,4,4,4,3,4,3,4,4,DBT,77.5,Dipertimbangkan
DCX_5905,-,4,3,5,4,4,5,3,4,4,5,DBT,85.83,Dipertimbangkan
DCX_5906,-,3,4,4,3,5,3,5,3,4,3,DBT,77.5,Dipertimbangkan
DCX_5907,-,2,3,3,2,5,4,4,4,4,5,DBT,75,Dipertimbangkan
DCX_5908,-,3,3,4,3,4,3,4,3,5,3,DBT,71.67,Dipertimbangkan
DCX_5909,-,2,3,5,2,4,3,4,4,3,4,DBT,70.83,Dipertimbangkan
DCX_5910,-,3,3,5,4,4,2,4,4,4,3,DBT,75.83,Dipertimbangkan
DCX_5911,-,3,3,5,3,4,4,3,4,5,4,DBT,80,Dipertimbangkan
DCX_5912,-,3,3,3,3,4,4,3,4,3,5,DBT,71.67,Dipertimbangkan
DCX_5913,-,3,4,4,3,4,4,3,5,4,3,DBT,80,Dipertimbangkan
DCX_5914,-,3,3,3,3,4,3,5,3,4,4,DBT,72.5,Dipertimbangkan
DCX_5915,-,3,3,4,4,4,3,3,5,4,3,DBT,75.83,Dipertimbangkan
DCX_5916,-,2,3,4,3,4,3,4,3,4,4,DBT,71.67,Dipertimbangkan
DCX_5917,-,3,3,4,3,4,2,3,5,4,4,DBT,73.33,Dipertimbangkan
DCX_5918,-,3,3,4,4,3,4,2,4,5,4,DBT,74.17,Dipertimbangkan
DCX_5919,-,3,3,4,2,5,3,4,3,4,4,DBT,75,Dipertimbangkan
DCX_5920,-,4,3,4,4,3,3,3,3,4,4,DBT,75,Dipertimbangkan
DCX_5921,-,3,4,4,4,4,2,5,3,4,2,DBT,70.83,Dipertimbangkan
DCX_5922,-,4,3,5,4,4,3,4,5,3,3,DBT,81.67,Dipertimbangkan
DCX_5923,-,4,4,4,4,3,3,4,3,4,3,DBT,78.33,Dipertimbangkan
DCX_5924,-,3,2,3,4,4,4,4,3,3,4,DBT,71.67,Dipertimbangkan
DCX_5925,-,3,3,5,4,3,4,3,4,5,4,DBT,80,Dipertimbangkan
DCX_5926,-,4,5,5,4,4,3,4,3,4,4,DBT,86.67,Dipertimbangkan
DCX_5927,-,3,3,5,3,5,3,4,4,5,5,DBT,82.5,Dipertimbangkan
DCX_5928,-,3,3,4,3,5,3,4,4,3,4,DBT,76.67,Dipertimbangkan
DCX_5929,-,3,3,3,3,4,4,4,3,4,3,DBT,72.5,Dipertimbangkan
DCX_5930,-,4,4,4,4,4,3,3,5,4,3,DBT,82.5,Dipertimbangkan
DCX_5931,-,3,3,4,4,4,2,4,3,4,4,DBT,74.17,Dipertimbangkan
DCX_5932,-,4,3,5,5,4,4,3,3,5,5,DBT,85.83,Dipertimbangkan
DCX_5933,-,4,3,4,4,4,3,4,5,4,4,DBT,85.83,Dipertimbangkan
DCX_5934,-,4,4,4,4,3,4,4,3,4,4,DBT,85,Dipertimbangkan
DCX_5935,-,3,5,5,4,4,3,5,3,3,4,DBT,80,Dipertimbangkan
DCX_5936,-,4,3,5,4,4,2,4,3,4,3,DBT,76.67,Dipertimbangkan
DCX_5937,-,3,3,4,4,5,3,4,4,5,4,DBT,82.5,Dipertimbangkan
DCX_5938,-,4,4,5,4,4,3,4,5,4,3,DBT,88.33,Dipertimbangkan
DCX_5939,-,3,4,4,4,3,3,3,4,4,3,DBT,74.17,Dipertimbangkan
DCX_5940,-,4,5,5,4,4,3,4,4,4,3,DBT,85.83,Dipertimbangkan
DCX_5941,-,3,3,4,4,4,4,3,4,4,4,DBT,80,Dipertimbangkan
DCX_5942,-,3,4,4,3,3,3,3,4,4,4,DBT,75,Dipertimbangkan
DCX_5943,-,3,3,4,4,5,3,4,4,4,3,DBT,79.17,Dipertimbangkan
DCX_5944,-,4,5,5,4,4,3,4,4,4,3,DBT,85.83,Dipertimbangkan
DCX_5945,-,3,3,4,4,4,3,3,5,5,3,DBT,75.83,Dipertimbangkan
DCX_5946,-,4,4,5,4,4,3,4,4,3,3,DBT,82.5,Dipertimbangkan
DCX_5947,-,4,4,5,4,4,2,4,4,4,3,DBT,82.5,Dipertimbangkan
DCX_5948,-,3,3,4,3,4,3,5,4,3,4,DBT,74.17,Dipertimbangkan
DCX_5949,-,3,4,5,4,5,2,3,5,4,3,DBT,80.83,Dipertimbangkan
DCX_5950,-,2,2,3,3,5,4,5,3,4,4,DBT,71.67,Dipertimbangkan
DCX_5951,-,3,3,4,3,4,3,4,3,5,5,DBT,75,Dipertimbangkan
DCX_5952,-,4,4,4,5,2,4,2,3,4,4,DBT,78.33,Dipertimbangkan
DCX_5953,-,4,3,5,4,4,4,4,3,4,5,DBT,86.67,Dipertimbangkan
DCX_5954,-,3,3,5,3,5,2,4,4,4,4,DBT,79.17,Dipertimbangkan
DCX_5955,-,3,3,4,3,4,4,2,3,4,5,DBT,71.67,Dipertimbangkan
DCX_5956,-,4,2,3,4,4,3,4,4,5,3,DBT,74.17,Dipertimbangkan
DCX_5957,-,3,3,3,3,4,3,5,3,4,4,DBT,72.5,Dipertimbangkan
DCX_5958,-,3,3,5,4,5,3,4,5,4,3,DBT,84.17,Dipertimbangkan
DCX_5959,-,3,3,4,3,4,4,3,3,4,4,DBT,75,Dipertimbangkan
DCX_5960,-,3,3,4,4,5,3,5,3,4,3,DBT,76.67,Dipertimbangkan
DCX_5961,-,2,2,4,3,5,3,5,4,4,4,DBT,73.33,Dipertimbangkan
DCX_5962,-,3,2,5,3,5,3,4,4,3,5,DBT,75.83,Dipertimbangkan
DCX_5963,-,4,3,4,4,4,3,3,5,4,3,DBT,79.17,Dipertimbangkan
DCX_5964,-,4,5,5,4,4,4,3,4,4,4,DBT,89.17,Dipertimbangkan
DCX_5965,-,3,3,4,4,4,3,4,4,4,4,DBT,80,Dipertimbangkan
DCX_5966,-,3,3,4,4,5,3,5,4,3,4,DBT,79.17,Dipertimbangkan
DCX_5967,-,3,4,5,4,5,3,4,4,4,3,DBT,85,Dipertimbangkan
DCX_5968,-,3,2,4,4,4,4,4,5,4,3,DBT,79.17,Dipertimbangkan
DCX_5969,-,3,2,5,4,4,4,4,4,5,4,DBT,82.5,Dipertimbangkan
DCX_5970,-,4,3,5,4,5,3,4,4,3,3,DBT,81.67,Dipertimbangkan
DCX_5971,-,3,3,4,3,4,3,3,4,4,4,DBT,74.17,Dipertimbangkan
DCX_5972,-,4,3,4,4,3,3,4,3,4,3,DBT,75,Dipertimbangkan
DCX_5973,-,3,2,4,3,5,3,5,4,4,3,DBT,73.33,Dipertimbangkan
DCX_5974,-,4,3,4,4,4,3,3,3,5,4,DBT,77.5,Dipertimbangkan
DCX_5975,-,3,3,5,4,4,4,4,3,5,4,DBT,83.33,Dipertimbangkan
DCX_5976,-,3,3,3,3,4,3,4,5,4,4,DBT,77.5,Dipertimbangkan
DCX_5977,-,4,4,5,4,2,3,2,3,5,4,DBT,75,Dipertimbangkan
DCX_5978,-,3,3,6,5,4,3,4,4,3,4,DBT,81.67,Dipertimbangkan
DCX_5979,-,3,3,4,4,5,3,4,3,4,4,DBT,80,Dipertimbangkan
DCX_5980,-,2,4,3,3,4,4,3,3,4,5,DBT,72.5,Dipertimbangkan
DCX_5981,-,3,3,3,3,4,3,4,4,5,4,DBT,75,Dipertimbangkan
DCX_5982,-,3,3,3,4,4,4,4,4,3,3,DBT,74.17,Dipertimbangkan
DCX_5983,-,4,4,5,4,5,3,5,4,4,3,DBT,88.33,Dipertimbangkan
DCX_5984,-,2,2,3,3,5,3,4,4,5,4,DBT,70.83,Dipertimbangkan
DCX_5985,-,2,2,4,2,5,4,4,3,5,4,DBT,71.67,Dipertimbangkan
DCX_5986,-,3,3,4,3,4,3,4,3,4,4,DBT,75,Dipertimbangkan
DCX_5987,-,4,4,4,4,4,3,3,5,4,5,DBT,85.83,Dipertimbangkan
DCX_5988,-,3,3,3,3,4,3,4,4,5,4,DBT,75,Dipertimbangkan
DCX_5989,-,3,3,4,3,4,3,3,4,5,4,DBT,74.17,Dipertimbangkan
DCX_5990,-,3,2,5,3,4,3,5,4,3,4,DBT,73.33,Dipertimbangkan
DCX_5991,-,2,3,2,2,5,4,4,4,4,4,DBT,72.5,Dipertimbangkan
DCX_5992,-,4,3,5,4,3,4,2,3,4,4,DBT,77.5,Dipertimbangkan
DCX_5993,-,4,3,5,4,4,4,4,3,3,3,DBT,80,Dipertimbangkan
DCX_5994,-,3,3,4,3,5,3,5,4,3,4,DBT,76.67,Dipertimbangkan
DCX_5995,-,4,3,6,4,3,4,2,3,4,4,DBT,77.5,Dipertimbangkan
DCX_5996,-,3,4,5,3,5,2,5,4,4,3,DBT,79.17,Dipertimbangkan
DCX_5997,-,4,3,4,5,5,3,5,5,4,3,DBT,87.5,Dipertimbangkan
DCX_5998,-,3,3,4,3,4,3,4,3,4,3,DBT,71.67,Dipertimbangkan
DCX_5999,-,4,3,5,4,5,2,4,4,3,3,DBT,78.33,Dipertimbangkan
DCX_6000,-,3,3,4,3,5,2,4,5,4,3,DBT,75.83,Dipertimbangkan
DCX_6001,-,3,3,4,4,4,4,4,4,4,4,DBT,83.33,Dipertimbangkan
DCX_6002,-,3,3,5,3,4,3,4,3,5,4,DBT,77.5,Dipertimbangkan
DCX_6003,-,2,3,4,2,5,3,4,4,4,4,DBT,74.17,Dipertimbangkan
DCX_6004,-,3,2,5,3,4,3,4,4,4,4,DBT,76.67,Dipertimbangkan
DCX_6005,-,4,5,5,4,5,3,5,4,4,3,DBT,88.33,Dipertimbangkan
DCX_6006,-,2,2,3,2,5,4,5,4,4,4,DBT,71.67,Dipertimbangkan
DCX_6007,-,3,4,5,3,5,3,4,4,4,3,DBT,82.5,Dipertimbangkan
DCX_6008,-,3,3,4,2,5,2,4,4,4,3,DBT,70.83,Dipertimbangkan
DCX_6009,-,3,4,3,2,3,4,3,3,4,5,DBT,70.83,Dipertimbangkan
DCX_6010,-,4,4,6,4,5,3,5,3,4,4,DBT,89.17,Dipertimbangkan
DCX_6011,-,4,4,4,4,4,3,3,5,3,4,DBT,82.5,Dipertimbangkan
DCX_6012,-,4,5,4,4,4,3,4,3,5,5,DBT,84.17,Dipertimbangkan
DCX_6013,-,3,4,5,3,4,3,4,4,4,3,DBT,80,Dipertimbangkan
DCX_6014,-,2,3,4,3,4,4,3,4,4,5,DBT,74.17,Dipertimbangkan
DCX_6015,-,3,3,5,4,4,4,4,3,4,5,DBT,83.33,Dipertimbangkan
DCX_6016,-,3,3,5,4,4,3,4,4,5,4,DBT,82.5,Dipertimbangkan
DCX_6017,-,4,3,4,4,5,3,5,4,3,3,DBT,79.17,Dipertimbangkan
DCX_6018,-,2,3,3,2,4,4,4,5,5,4,DBT,75,Dipertimbangkan
DCX_6019,-,3,3,4,3,4,4,3,3,5,5,DBT,75,Dipertimbangkan
DCX_6020,-,4,4,4,4,3,3,4,3,4,3,DBT,78.33,Dipertimbangkan
DCX_6021,-,3,3,5,4,4,3,4,3,4,4,DBT,80,Dipertimbangkan
DCX_6022,-,3,2,5,3,4,3,4,3,4,4,DBT,74.17,Dipertimbangkan
DCX_6023,-,3,3,3,3,5,3,4,4,5,5,DBT,77.5,Dipertimbangkan
DCX_6024,-,3,3,3,3,5,3,4,4,5,4,DBT,77.5,Dipertimbangkan
DCX_6025,-,4,3,5,4,4,3,3,5,4,4,DBT,85,Dipertimbangkan
DCX_6026,-,4,4,5,4,5,3,5,4,4,3,DBT,88.33,Dipertimbangkan
DCX_6027,-,2,2,4,2,4,4,4,4,4,4,DBT,71.67,Dipertimbangkan
DCX_6028,-,4,4,5,4,4,4,3,3,5,4,DBT,86.67,Dipertimbangkan
DCX_6029,-,4,4,5,4,3,4,3,3,4,4,DBT,84.17,Dipertimbangkan
DCX_6030,-,3,3,4,2,4,3,4,5,3,3,DBT,70.83,Dipertimbangkan
DCX_6031,-,3,2,4,4,4,3,4,3,5,4,DBT,74.17,Dipertimbangkan
DCX_6032,-,3,4,5,3,5,3,5,4,4,4,DBT,85.83,Dipertimbangkan
DCX_6033,-,4,4,6,4,5,3,5,3,4,3,DBT,85.83,Dipertimbangkan
DCX_6034,-,4,4,5,4,4,4,3,4,5,5,DBT,89.17,Dipertimbangkan
DCX_6035,-,3,2,3,3,4,3,4,4,4,4,DBT,71.67,Dipertimbangkan
DCX_6036,-,3,3,4,3,5,2,4,4,3,4,DBT,73.33,Dipertimbangkan
DCX_6037,-,3,3,4,4,4,3,3,5,4,4,DBT,79.17,Dipertimbangkan
DCX_6038,-,3,3,4,3,4,3,4,4,3,3,DBT,70.83,Dipertimbangkan
DCX_6039,-,3,4,4,3,4,3,4,3,5,4,DBT,78.33,Dipertimbangkan
DCX_6040,-,3,4,4,3,4,3,3,3,4,3,DBT,71.67,Dipertimbangkan
DCX_6041,-,3,3,4,3,4,3,4,4,4,3,DBT,74.17,Dipertimbangkan
DCX_6042,-,3,3,5,4,4,3,4,4,4,4,DBT,82.5,Dipertimbangkan
DCX_6043,-,3,4,4,4,4,3,4,4,4,4,DBT,83.33,Dipertimbangkan
DCX_6044,-,2,3,5,2,4,3,4,4,4,4,DBT,74.17,Dipertimbangkan
DCX_6045,-,4,3,4,4,3,2,3,4,4,3,DBT,70.83,Dipertimbangkan
DCX_6046,-,3,3,4,2,4,3,4,4,3,4,DBT,71.67,Dipertimbangkan
DCX_6047,-,3,3,5,4,5,4,3,4,3,4,DBT,81.67,Dipertimbangkan
DCX_6048,-,3,3,5,3,4,3,4,4,3,3,DBT,73.33,Dipertimbangkan
DCX_6049,-,3,3,4,2,5,3,5,3,3,5,DBT,71.67,Dipertimbangkan
DCX_6050,-,3,3,4,3,4,3,4,4,5,4,DBT,77.5,Dipertimbangkan
DCX_6051,-,4,3,5,4,4,3,4,3,5,3,DBT,80,Dipertimbangkan
DCX_6052,-,3,3,5,3,4,3,4,5,4,3,DBT,79.17,Dipertimbangkan
DCX_6053,-,4,4,4,4,4,3,4,3,3,3,DBT,77.5,Dipertimbangkan
DCX_6054,-,2,2,4,3,4,4,4,3,5,5,DBT,71.67,Dipertimbangkan
DCX_6055,-,4,4,5,4,4,3,4,4,4,3,DBT,85.83,Dipertimbangkan
DCX_6056,-,3,3,4,3,4,3,4,3,4,4,DBT,75,Dipertimbangkan
DCX_6057,-,4,3,4,4,4,3,4,3,3,3,DBT,74.17,Dipertimbangkan
DCX_6058,-,4,3,5,3,4,3,4,5,4,3,DBT,82.5,Dipertimbangkan
DCX_6059,-,3,3,3,3,4,3,4,3,4,4,DBT,72.5,Dipertimbangkan
DCX_6060,-,4,3,4,4,4,3,4,4,5,4,DBT,83.33,Dipertimbangkan
DCX_6061,-,3,3,5,3,4,4,4,3,4,4,DBT,80.83,Dipertimbangkan
DCX_6062,-,3,3,5,3,4,3,4,3,3,3,DBT,70.83,Dipertimbangkan
DCX_6063,-,4,3,5,4,4,3,4,3,4,3,DBT,80,Dipertimbangkan
DCX_6064,-,4,3,6,4,5,3,5,4,4,4,DBT,88.33,Dipertimbangkan
DCX_6065,-,3,3,5,4,2,3,2,4,5,4,DBT,70.83,Dipertimbangkan
DCX_6066,-,4,3,4,4,4,2,4,3,3,4,DBT,74.17,Dipertimbangkan
DCX_6067,-,2,3,4,3,5,3,4,4,5,4,DBT,76.67,Dipertimbangkan
DCX_6068,-,2,3,5,3,4,3,3,5,5,4,DBT,75.83,Dipertimbangkan
DCX_6069,-,3,3,5,3,4,2,4,3,4,4,DBT,74.17,Dipertimbangkan
DCX_6070,-,3,2,4,4,5,3,4,4,4,3,DBT,75.83,Dipertimbangkan
DCX_6071,-,3,3,4,2,4,3,4,3,4,4,DBT,72.5,Dipertimbangkan
DCX_6072,-,4,2,4,4,4,4,3,4,4,4,DBT,80,Dipertimbangkan
DCX_6073,-,2,3,3,2,5,3,4,4,4,4,DBT,71.67,Dipertimbangkan
DCX_6074,-,3,4,4,3,5,2,5,4,4,3,DBT,76.67,Dipertimbangkan
DCX_6075,-,4,4,4,4,5,2,5,3,4,3,DBT,80,Dipertimbangkan
DCX_6076,-,3,3,3,3,5,2,4,4,4,3,DBT,70.83,Dipertimbangkan
DCX_6077,-,4,4,4,4,5,3,4,3,4,4,DBT,86.67,Dipertimbangkan
DCX_6078,-,3,4,5,3,4,3,4,4,3,3,DBT,76.67,Dipertimbangkan
DCX_6079,-,3,2,4,3,5,4,3,4,4,4,DBT,76.67,Dipertimbangkan
